City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Methoni,GR,2022-07-25 17:20:29,36.8197,21.7049,85.21,67,0,11.65,clear sky
260,Westport,US,2022-07-25 17:20:30,41.1415,-73.3579,86.72,74,40,10.36,heavy intensity rain
261,Urengoy,RU,2022-07-25 17:20:30,65.9667,78.3667,52.12,81,99,5.64,overcast clouds
262,Mityana,UG,2022-07-25 17:20:30,0.4175,32.0228,70.9,58,100,2.3,overcast clouds
263,Pampa,US,2022-07-25 17:20:31,35.5362,-100.9599,95.04,28,0,12.66,clear sky
264,Talas,TR,2022-07-25 17:20:31,38.6908,35.5538,74.07,38,0,16.11,clear sky
265,Baykit,RU,2022-07-25 17:20:31,61.67,96.37,58.98,81,62,3.65,broken clouds
266,Gornyy,RU,2022-07-25 17:20:32,55.1153,83.9059,52.95,88,33,4.32,scattered clouds
267,Hofn,IS,2022-07-25 17:20:32,64.2539,-15.2082,51.82,82,100,8.05,overcast clouds
268,Pisco,PE,2022-07-25 17:20:32,-13.7,-76.2167,62.65,82,100,5.75,mist
269,Hamilton,US,2022-07-25 17:19:06,39.1834,-84.5333,84.94,70,75,10.36,broken clouds
270,Hualmay,PE,2022-07-25 17:20:33,-11.0964,-77.6139,66.33,72,88,9.22,overcast clouds
271,Lasa,IT,2022-07-25 17:20:33,46.6166,10.7002,83.7,79,54,0.89,light rain
272,Leningradskiy,RU,2022-07-25 17:20:33,69.3833,178.4167,32.36,95,100,5.37,light snow
273,Saint-Philippe,RE,2022-07-25 17:18:35,-21.3585,55.7679,66.22,80,49,11.74,scattered clouds
274,Buta,CD,2022-07-25 17:20:34,2.7858,24.73,76.87,80,82,2.06,broken clouds
275,Lewistown,US,2022-07-25 17:21:34,40.5992,-77.5714,84.94,100,75,5.75,broken clouds
276,Kaka,TM,2022-07-25 17:21:34,37.3482,59.6143,95.04,23,0,12.86,clear sky
277,Assare,BR,2022-07-25 17:21:35,-6.8744,-39.875,90.52,23,46,10.22,scattered clouds
278,Bathsheba,BB,2022-07-25 17:21:35,13.2167,-59.5167,84.81,96,40,13.8,scattered clouds
279,Kathmandu,NP,2022-07-25 17:18:50,27.7167,85.3167,70.02,94,75,3.44,light rain
280,Magistralnyy,RU,2022-07-25 17:21:35,56.1725,107.4458,61.74,98,86,3.44,light rain
281,Semnan,IR,2022-07-25 17:21:36,35.5729,53.3971,87.64,25,0,11.5,clear sky
282,Andros Town,BS,2022-07-25 17:21:36,24.7,-77.7667,85.96,67,79,17.96,broken clouds
283,Yulara,AU,2022-07-25 17:21:36,-25.2406,130.9889,48.13,56,0,11.1,clear sky
284,Koroni,GR,2022-07-25 17:21:37,36.8,21.95,85.06,65,0,3.94,clear sky
285,Santa Isabel Do Rio Negro,BR,2022-07-25 17:21:37,-0.4139,-65.0192,88.75,59,28,1.81,scattered clouds
286,El Campo,US,2022-07-25 17:21:37,29.1966,-96.2697,95.86,43,0,11.5,clear sky
287,Pemangkat,ID,2022-07-25 17:21:38,1.1667,108.9667,76.57,92,100,6.17,overcast clouds
288,Clyde River,CA,2022-07-25 17:21:38,70.4692,-68.5914,46.63,87,75,6.91,broken clouds
289,Koutsouras,GR,2022-07-25 17:21:38,35.0339,25.9469,90.1,31,0,12.08,clear sky
290,Jinchang,CN,2022-07-25 17:21:39,38.4953,102.1739,80.01,25,22,22.95,few clouds
291,Cabra,ES,2022-07-25 17:21:39,37.4725,-4.4421,104.09,10,35,14.43,scattered clouds
292,West Wendover,US,2022-07-25 17:21:39,40.7391,-114.0733,83.41,28,0,11.5,clear sky
293,Ulluaya,RU,2022-07-25 17:21:39,42.3738,47.3745,56.23,83,81,4.59,broken clouds
294,Kaitangata,NZ,2022-07-25 17:21:40,-46.2817,169.8464,45.7,92,100,17.11,overcast clouds
295,Botou,CN,2022-07-25 17:21:40,38.0667,116.5667,79.11,78,100,4.09,moderate rain
296,Kibala,TD,2022-07-25 17:21:40,9.1104,18.3463,87.75,66,20,2.3,few clouds
297,Anju,KP,2022-07-25 17:21:41,39.6178,125.6647,69.21,89,6,1.61,clear sky
298,Aklavik,CA,2022-07-25 17:21:41,68.2191,-135.0107,63.03,51,99,12.68,overcast clouds
299,Muisne,EC,2022-07-25 17:21:41,0.6,-80.0333,75.97,79,100,11.65,overcast clouds
300,Labuhan,ID,2022-07-25 17:21:42,-6.8844,112.2051,72.95,77,29,8.05,scattered clouds
301,Chunoyar,RU,2022-07-25 17:21:18,57.4467,97.3217,58.42,81,100,7.25,overcast clouds
302,Grand Gaube,MU,2022-07-25 17:21:42,-20.0064,57.6608,68.4,75,33,1.99,scattered clouds
303,Bandarbeyla,SO,2022-07-25 17:21:43,9.4942,50.8122,76.64,83,15,32.48,few clouds
304,Kungurtug,RU,2022-07-25 17:21:43,50.5994,97.5228,43.81,93,11,2.33,few clouds
305,Kiama,AU,2022-07-25 17:21:43,-34.6833,150.8667,55.58,89,94,1.01,light rain
306,Esso,RU,2022-07-25 17:21:44,55.9333,158.7,53.38,93,100,1.61,overcast clouds
307,Rocha,UY,2022-07-25 17:20:42,-34.4833,-54.3333,65.28,85,100,10.4,moderate rain
308,Lerwick,GB,2022-07-25 17:21:44,60.1545,-1.1494,51.8,78,99,25.5,overcast clouds
309,Senanga,ZM,2022-07-25 17:21:45,-16.1167,23.2667,69.51,25,0,6.26,clear sky
310,Sabha,LY,2022-07-25 17:21:45,27.0377,14.4283,94.8,14,0,16.33,clear sky
311,Fereydun Kenar,IR,2022-07-25 17:21:45,36.6864,52.5225,77.22,88,100,0.0,overcast clouds
312,Boende,CD,2022-07-25 17:21:46,-0.2167,20.8667,75.22,80,100,1.97,overcast clouds
313,Salalah,OM,2022-07-25 17:19:57,17.0151,54.0924,77.09,100,100,6.91,light intensity drizzle
314,Las Lomas,PA,2022-07-25 17:21:01,8.4333,-82.4,83.61,87,40,4.61,scattered clouds
315,Faya,SA,2022-07-25 17:21:46,18.3851,42.4509,64.51,82,100,10.6,heavy intensity rain
316,Vallenar,CL,2022-07-25 17:21:47,-28.5708,-70.7581,63.52,51,32,3.85,scattered clouds
317,Yumen,CN,2022-07-25 17:21:47,40.2833,97.2,78.67,33,82,10.18,broken clouds
318,North Bend,US,2022-07-25 17:21:47,43.4065,-124.2243,63.16,88,0,8.05,clear sky
319,Morshansk,RU,2022-07-25 17:22:48,53.4435,41.8107,68.59,89,72,6.93,light rain
320,Asosa,ET,2022-07-25 17:22:48,10.0667,34.5333,62.51,90,100,1.74,overcast clouds
321,Neosho,US,2022-07-25 17:22:48,36.869,-94.368,97.36,46,69,3.53,broken clouds
322,Yinchuan,CN,2022-07-25 17:22:49,38.4681,106.2731,84.43,38,21,7.7,few clouds
323,Quelimane,MZ,2022-07-25 17:22:49,-17.8786,36.8883,71.55,73,20,3.44,few clouds
324,Thabazimbi,ZA,2022-07-25 17:22:49,-24.5917,27.4116,66.63,45,68,8.52,broken clouds
325,Ancud,CL,2022-07-25 17:22:49,-41.8697,-73.8203,47.23,86,100,12.57,overcast clouds
326,Lata,PT,2022-07-25 17:22:50,40.1629,-8.3327,85.5,45,0,12.28,clear sky
327,Balaguer,ES,2022-07-25 17:22:50,41.7912,0.8109,97.43,10,12,13.51,few clouds
328,Tevaitoa,PF,2022-07-25 17:22:50,-16.7833,-151.5,76.86,79,72,8.66,light rain
329,Prince Rupert,CA,2022-07-25 17:19:18,54.3161,-130.3201,57.29,97,100,6.91,overcast clouds
330,Bacolod,PH,2022-07-25 17:22:51,10.6667,122.95,77.65,90,100,4.12,overcast clouds
331,Aykhal,RU,2022-07-25 17:22:51,66.0,111.5,60.55,87,13,1.95,few clouds
332,Dawlatabad,AF,2022-07-25 17:22:51,36.4141,64.9053,97.11,11,0,4.0,clear sky
333,Kalevala,RU,2022-07-25 17:22:52,65.2,31.1667,64.81,55,100,5.93,overcast clouds
334,Margate,GB,2022-07-25 17:21:51,51.3813,1.3862,72.88,64,99,5.99,overcast clouds
335,Abonnema,NG,2022-07-25 17:22:52,4.7084,6.7931,74.91,88,100,6.78,light rain
336,Shar,KZ,2022-07-25 17:22:53,49.5886,81.0453,66.76,38,0,7.54,clear sky
337,Kamaishi,JP,2022-07-25 17:22:53,39.2667,141.8833,72.03,93,7,2.13,clear sky
338,Tucuman,AR,2022-07-25 17:22:53,-26.8241,-65.2226,80.6,54,20,3.44,smoke
339,Puerto Escondido,MX,2022-07-25 17:20:03,15.85,-97.0667,88.63,58,40,5.75,scattered clouds
340,Mitsamiouli,KM,2022-07-25 17:22:54,-11.3847,43.2844,73.69,73,20,5.75,few clouds
341,Zirgan,RU,2022-07-25 17:22:54,53.2222,55.9185,64.89,82,46,2.51,scattered clouds
342,Kysyl-Syr,RU,2022-07-25 17:22:54,63.8986,122.7617,62.62,77,69,4.92,broken clouds
343,Karratha,AU,2022-07-25 17:22:55,-20.7377,116.8463,67.17,52,0,6.98,clear sky
344,Immokalee,US,2022-07-25 17:22:55,26.4187,-81.4173,93.2,59,0,8.05,clear sky
345,Mikhaylovka,RU,2022-07-25 17:22:55,50.06,43.2379,69.78,72,81,6.87,broken clouds
346,George,ZA,2022-07-25 17:22:55,-33.963,22.4617,51.35,82,0,8.05,clear sky
347,Lazaro Cardenas,MX,2022-07-25 17:22:56,17.9583,-102.2,80.65,77,100,4.36,overcast clouds
348,Dumai,ID,2022-07-25 17:22:56,1.6833,101.45,74.5,96,100,2.66,moderate rain
349,Damaturu,NG,2022-07-25 17:22:57,11.747,11.9608,91.38,47,57,6.2,broken clouds
350,Ninghai,CN,2022-07-25 17:22:57,29.2892,121.4247,74.73,83,99,4.16,overcast clouds
351,Zhuhai,CN,2022-07-25 17:22:57,22.2769,113.5678,90.86,84,20,9.22,few clouds
352,Ambilobe,MG,2022-07-25 17:22:57,-13.2,49.05,72.52,70,94,2.28,overcast clouds
353,Presidencia Roque Saenz Pena,AR,2022-07-25 17:22:58,-26.7852,-60.4388,92.28,27,20,10.65,few clouds
354,San Cristobal,VE,2022-07-25 17:22:58,7.7669,-72.225,80.78,47,83,8.72,broken clouds
355,Cayenne,GF,2022-07-25 17:22:58,4.9333,-52.3333,87.84,13,85,6.91,overcast clouds
356,Xuddur,SO,2022-07-25 17:22:59,4.1213,43.8894,80.69,39,57,12.44,broken clouds
357,Kilindoni,TZ,2022-07-25 17:22:59,-7.9139,39.6668,75.96,76,2,15.93,clear sky
358,Vrangel,RU,2022-07-25 17:22:59,42.7297,133.0839,65.1,94,0,3.78,clear sky
359,Xuanwu,CN,2022-07-25 17:23:00,32.069,118.8138,80.55,87,28,6.15,scattered clouds
360,Balkanabat,TM,2022-07-25 17:23:00,39.5108,54.3671,85.03,51,85,5.48,light rain
361,Weiden,DE,2022-07-25 17:23:00,49.6775,12.1567,90.27,32,0,10.36,light rain
362,Bria,CF,2022-07-25 17:23:01,6.5423,21.9863,72.99,90,93,3.24,light rain
363,Baruun-Urt,MN,2022-07-25 17:23:01,46.6806,113.2792,64.08,66,66,2.1,broken clouds
364,Jiuquan,CN,2022-07-25 17:23:01,39.7432,98.5174,75.54,36,65,8.3,broken clouds
365,Tepalcatepec,MX,2022-07-25 17:23:02,19.1833,-102.85,81.0,71,100,1.92,overcast clouds
366,Strezhevoy,RU,2022-07-25 17:24:02,60.7333,77.5889,57.78,86,100,5.84,overcast clouds
367,San Jose,US,2022-07-25 17:21:31,37.3394,-121.895,72.82,60,20,0.0,few clouds
368,Pavlovo,RU,2022-07-25 17:24:03,55.9686,43.0912,65.12,92,30,5.17,moderate rain
369,Eldorado,BR,2022-07-25 17:24:03,-23.7869,-54.2836,86.7,30,35,7.76,scattered clouds
370,Alice Town,BS,2022-07-25 17:24:03,25.7167,-79.3,83.86,71,45,15.57,scattered clouds
371,Prescott Valley,US,2022-07-25 17:24:04,34.5894,-112.3252,81.0,58,100,10.0,overcast clouds
372,Hambantota,LK,2022-07-25 17:24:04,6.1241,81.1185,78.69,85,98,10.76,overcast clouds
373,Verkhoyansk,RU,2022-07-25 17:24:05,67.5447,133.385,63.03,70,62,1.86,broken clouds
374,Ayagoz,KZ,2022-07-25 17:24:05,47.9714,80.4392,63.23,37,0,11.03,clear sky
375,Akdepe,TM,2022-07-25 17:24:05,42.0551,59.3788,84.29,34,73,11.39,broken clouds
376,Podor,MR,2022-07-25 17:24:05,16.6527,-14.9587,93.15,55,75,2.3,broken clouds
377,Presidente Medici,BR,2022-07-25 17:24:06,-11.1753,-61.9014,98.76,18,16,4.72,few clouds
378,Kota Bahru,MY,2022-07-25 17:24:06,6.1333,102.2386,80.55,89,20,0.0,few clouds
379,Alofi,NU,2022-07-25 17:24:06,-19.0595,-169.9187,71.49,68,75,8.05,broken clouds
380,Sao Filipe,CV,2022-07-25 17:24:07,14.8961,-24.4956,78.22,86,100,6.29,overcast clouds
381,Santa Cruz De Tenerife,ES,2022-07-25 17:24:07,28.4682,-16.2546,92.8,54,0,12.66,clear sky
382,Kokoda,PG,2022-07-25 17:23:12,-8.8785,147.7407,71.46,95,77,1.7,broken clouds
383,Panaba,MX,2022-07-25 17:24:08,21.2833,-88.2667,94.41,42,18,8.66,few clouds
384,Pitimbu,BR,2022-07-25 17:24:08,-7.4706,-34.8086,84.79,64,36,16.42,scattered clouds
385,Bolobo,CD,2022-07-25 17:24:08,-2.1667,16.2333,81.03,60,44,5.55,scattered clouds
386,Asaba,NG,2022-07-25 17:24:09,6.2006,6.7338,74.98,95,100,7.49,light rain
387,Le Port,RE,2022-07-25 17:24:09,-20.9373,55.2919,67.96,75,61,3.94,broken clouds
388,Manavgat,TR,2022-07-25 17:24:09,36.7867,31.4431,83.62,51,0,4.94,clear sky
389,Port Hedland,AU,2022-07-25 17:24:10,-20.3167,118.5667,62.65,42,0,11.5,clear sky
390,Bereda,ES,2022-07-25 17:24:10,43.2686,-7.5406,75.42,69,1,6.33,clear sky
391,Hay River,CA,2022-07-25 17:24:10,60.8156,-115.7999,64.38,63,40,11.5,scattered clouds
392,Byron Bay,AU,2022-07-25 17:24:11,-28.65,153.6167,51.94,89,7,6.46,clear sky
393,Weligama,LK,2022-07-25 17:24:11,5.9667,80.4167,78.28,88,94,9.82,moderate rain
394,Kaitong,CN,2022-07-25 17:24:11,44.8135,123.15,71.82,94,56,4.99,broken clouds
395,Kemijarvi,FI,2022-07-25 17:24:12,66.7131,27.4306,60.89,73,100,6.53,light rain
396,Umm Lajj,SA,2022-07-25 17:24:12,25.0213,37.2685,86.56,63,0,3.47,clear sky
397,Porbandar,IN,2022-07-25 17:24:12,21.6422,69.6093,81.84,82,97,18.81,overcast clouds
398,Nizhniy Odes,RU,2022-07-25 17:24:12,63.6445,54.856,54.59,65,60,4.94,broken clouds
399,Nouakchott,MR,2022-07-25 17:24:13,18.0858,-15.9785,84.13,73,2,14.43,clear sky
400,Paka,MY,2022-07-25 17:24:13,4.6374,103.4368,76.93,94,46,0.0,scattered clouds
401,Port Hueneme,US,2022-07-25 17:24:13,34.1478,-119.1951,88.25,83,100,5.75,haze
402,Hue,VN,2022-07-25 17:23:54,16.4667,107.6,82.51,83,20,3.44,few clouds
403,Puerto Cabezas,NI,2022-07-25 17:24:14,14.0351,-83.3888,82.36,83,20,4.61,few clouds
404,Laguna,US,2022-07-25 17:24:14,38.421,-121.4238,86.97,60,0,6.91,clear sky
405,Coquimbo,CL,2022-07-25 17:24:14,-29.9533,-71.3436,56.93,67,100,2.3,overcast clouds
406,Letterkenny,IE,2022-07-25 17:24:15,54.95,-7.7333,58.89,77,69,14.18,broken clouds
407,Fort Nelson,CA,2022-07-25 17:24:15,58.8053,-122.7002,71.19,46,75,11.5,broken clouds
408,Rawson,AR,2022-07-25 17:24:15,-43.3002,-65.1023,46.69,87,100,12.66,light rain
409,Camacha,PT,2022-07-25 17:24:16,33.0833,-16.3333,72.82,73,40,14.97,scattered clouds
410,Bud,US,2022-07-25 17:24:16,39.447,-86.1758,80.55,70,100,3.44,overcast clouds
411,Wuzhou,CN,2022-07-25 17:24:16,23.4833,111.3167,80.92,75,0,1.7,clear sky
412,Lima,PE,2022-07-25 17:23:31,-12.0432,-77.0282,66.9,75,100,9.22,overcast clouds
413,Huarmey,PE,2022-07-25 17:24:17,-10.0681,-78.1522,66.94,76,90,10.31,overcast clouds
414,Port Macquarie,AU,2022-07-25 17:20:14,-31.4333,152.9167,47.89,88,10,5.53,clear sky
415,Umarizal,BR,2022-07-25 17:25:17,-5.9906,-37.8144,91.98,27,43,10.98,scattered clouds
416,Surt,LY,2022-07-25 17:25:18,31.2089,16.5887,83.46,63,0,12.8,clear sky
417,Inirida,CO,2022-07-25 17:25:18,3.8653,-67.9239,72.37,96,100,2.1,overcast clouds
418,Iquique,CL,2022-07-25 17:25:18,-20.2208,-70.1431,62.64,68,4,8.03,clear sky
419,Bom Jesus,BR,2022-07-25 17:25:19,-9.0744,-44.3586,94.24,21,92,8.34,overcast clouds
420,Pinhao,BR,2022-07-25 17:25:19,-25.6956,-51.6597,74.68,41,7,3.76,clear sky
421,Bambous Virieux,MU,2022-07-25 17:25:20,-20.3428,57.7575,68.25,88,75,6.91,light rain
422,Antofagasta,CL,2022-07-25 17:25:20,-23.65,-70.4,60.08,65,0,10.13,clear sky
423,Bassila,BJ,2022-07-25 17:25:20,9.0081,1.6654,79.41,81,98,2.44,overcast clouds
424,Chenghai,CN,2022-07-25 17:25:20,23.4632,116.768,85.91,84,20,2.24,few clouds
425,Mahajanga,MG,2022-07-25 17:25:21,-15.7167,46.3167,73.42,83,20,3.44,few clouds
426,Qui Nhon,VN,2022-07-25 17:25:21,13.7667,109.2333,79.21,86,97,3.91,overcast clouds
427,Broken Hill,AU,2022-07-25 17:25:21,-31.95,141.4333,45.68,80,0,17.69,clear sky
428,Turtas,RU,2022-07-25 17:25:22,58.9417,69.1325,63.54,91,56,4.09,broken clouds
429,Goderich,CA,2022-07-25 17:25:22,43.7501,-81.7165,68.32,52,0,11.5,clear sky
430,Lihula,EE,2022-07-25 17:25:22,58.6814,23.8453,70.9,83,94,6.89,overcast clouds
431,Altamont,US,2022-07-25 17:25:23,42.2068,-121.7372,82.78,30,0,8.01,clear sky
432,Kaputa,ZM,2022-07-25 17:25:23,-8.4689,29.6619,75.33,46,13,4.7,few clouds
433,Salta,AR,2022-07-25 17:20:33,-24.7859,-65.4117,79.57,48,20,8.99,few clouds
434,Ribeira Brava,PT,2022-07-25 17:25:24,32.65,-17.0667,90.23,39,58,7.25,broken clouds
435,Show Low,US,2022-07-25 17:25:24,34.2542,-110.0298,74.66,56,0,11.5,clear sky
436,Fredericksburg,US,2022-07-25 17:24:10,38.3032,-77.4605,95.61,63,40,9.22,scattered clouds
437,Tiznit,MA,2022-07-25 17:25:25,29.5833,-9.5,100.72,13,22,11.18,few clouds
438,The Valley,AI,2022-07-25 17:25:25,18.217,-63.0578,87.66,70,20,19.57,haze
439,Bosaso,SO,2022-07-25 17:25:26,11.2842,49.1816,89.31,52,47,1.21,scattered clouds
440,Inhambane,MZ,2022-07-25 17:24:35,-23.865,35.3833,64.62,73,32,10.11,scattered clouds
441,Xiantao,CN,2022-07-25 17:25:26,30.3833,113.4,80.82,80,31,9.89,scattered clouds
442,Hirara,JP,2022-07-25 17:25:26,24.8,125.2833,84.18,77,8,1.9,clear sky
443,Emerald,AU,2022-07-25 17:25:27,-23.5333,148.1667,51.94,100,0,0.0,clear sky
444,Ilheus,BR,2022-07-25 17:25:27,-14.7889,-39.0494,78.62,78,75,11.5,broken clouds
445,Poya,NC,2022-07-25 17:25:27,-21.35,165.15,67.17,88,37,5.82,scattered clouds
446,Candolim,IN,2022-07-25 17:25:28,15.5181,73.7626,80.6,83,75,6.91,broken clouds
447,Biharamulo,TZ,2022-07-25 17:25:28,-2.6319,31.3089,73.94,39,99,2.71,overcast clouds
448,Pafos,CY,2022-07-25 17:22:13,34.7667,32.4167,83.98,65,0,2.3,clear sky
449,Erdenet,MN,2022-07-25 17:25:28,49.0333,104.0833,50.74,95,95,2.89,overcast clouds
450,Lethem,GY,2022-07-25 17:25:29,3.3803,-59.7968,86.34,64,33,3.33,scattered clouds
451,Asfi,MA,2022-07-25 17:25:29,32.2994,-9.2372,87.3,43,88,24.72,overcast clouds
452,Neuquen,AR,2022-07-25 17:25:30,-38.9516,-68.0591,44.49,93,75,5.75,light intensity drizzle
453,Zastron,ZA,2022-07-25 17:25:30,-30.3023,27.084,45.01,37,0,3.42,clear sky
454,Nebbi,UG,2022-07-25 17:25:30,2.4783,31.0889,72.48,65,70,4.12,broken clouds
455,Newport,GB,2022-07-25 17:24:38,51.5877,-2.9984,69.46,67,76,18.75,broken clouds
456,Ponta Delgada,PT,2022-07-25 17:25:32,37.7333,-25.6667,75.92,83,20,11.5,few clouds
457,Kanye,BW,2022-07-25 17:26:31,-24.9667,25.3327,59.54,36,5,5.26,clear sky
458,Saint-Augustin,CA,2022-07-25 17:26:31,51.226,-58.6502,57.63,98,100,14.38,overcast clouds
459,Bilibino,RU,2022-07-25 17:26:31,68.0546,166.4372,42.82,80,61,6.76,broken clouds
460,Port Shepstone,ZA,2022-07-25 17:26:32,-30.7414,30.455,60.87,61,43,9.98,scattered clouds
461,Kyshtym,RU,2022-07-25 17:26:32,55.714,60.5528,63.7,80,100,5.23,overcast clouds
462,Rio Gallegos,AR,2022-07-25 17:26:32,-51.6226,-69.2181,39.25,41,0,10.36,clear sky
463,Samarai,PG,2022-07-25 17:26:33,-10.6167,150.6667,79.38,82,60,16.31,broken clouds
464,Paamiut,GL,2022-07-25 17:21:42,61.994,-49.6678,44.22,89,4,3.47,clear sky
465,Omagari,JP,2022-07-25 17:26:33,39.45,140.4833,69.98,92,0,1.57,clear sky
466,Talnakh,RU,2022-07-25 17:26:34,69.4865,88.3972,56.21,84,65,3.76,broken clouds
467,Celldomolk,HU,2022-07-25 17:26:34,47.2571,17.1503,89.69,25,0,8.88,clear sky
468,Omboue,GA,2022-07-25 17:24:32,-1.5746,9.2618,74.39,77,84,9.48,broken clouds
469,Baoding,CN,2022-07-25 17:26:34,38.8511,115.4903,75.0,87,100,6.82,overcast clouds
470,Mirabela,BR,2022-07-25 17:26:35,-16.2628,-44.1644,82.45,22,24,8.63,few clouds
471,Richards Bay,ZA,2022-07-25 17:26:35,-28.783,32.0377,60.64,68,16,8.32,few clouds
472,Buckeye,US,2022-07-25 17:21:44,33.3703,-112.5838,90.37,78,20,5.75,few clouds
473,Buala,SB,2022-07-25 17:26:35,-8.145,159.5921,79.75,83,25,9.24,light rain
474,Quime,BO,2022-07-25 17:26:36,-16.9833,-67.2167,61.43,49,22,7.92,few clouds
475,Muhlhausen,DE,2022-07-25 17:24:49,51.2167,10.45,92.89,61,87,16.46,overcast clouds
476,Flin Flon,CA,2022-07-25 17:26:36,54.7682,-101.865,67.84,64,75,9.22,broken clouds
477,Kavaratti,IN,2022-07-25 17:26:37,10.5669,72.642,81.28,81,22,17.11,few clouds
478,Catuday,PH,2022-07-25 17:26:37,16.2923,119.8062,80.87,81,100,6.4,overcast clouds
479,Moron,AR,2022-07-25 17:22:56,-34.6534,-58.6198,59.95,98,100,8.39,light rain
480,Svetlyy,RU,2022-07-25 17:26:37,54.675,20.1347,74.97,61,99,7.63,overcast clouds
481,Villa Carlos Paz,AR,2022-07-25 17:24:37,-31.4241,-64.4978,67.39,46,96,1.01,overcast clouds
482,Ronneby,SE,2022-07-25 17:26:38,56.21,15.276,73.9,64,0,11.5,clear sky
483,Foki,RU,2022-07-25 17:26:38,56.693,54.3499,71.98,73,49,3.18,scattered clouds
484,Ambanja,MG,2022-07-25 17:26:38,-13.6833,48.45,73.38,78,64,2.95,light rain
485,Villiers,ZA,2022-07-25 17:26:39,-27.0303,28.6006,49.33,19,0,4.16,clear sky
486,Evensk,RU,2022-07-25 17:26:39,61.95,159.2333,48.36,82,85,1.21,overcast clouds
487,Cravo Norte,CO,2022-07-25 17:26:39,6.3017,-70.2041,75.34,90,100,3.69,overcast clouds
488,San Vicente,AR,2022-07-25 17:26:40,-26.6167,-54.1333,80.69,38,0,4.76,clear sky
489,Labytnangi,RU,2022-07-25 17:26:40,66.6572,66.4183,53.06,74,87,15.5,overcast clouds
490,Tura,IN,2022-07-25 17:26:40,25.5198,90.2201,73.96,96,71,3.33,light rain
491,Sangar,RU,2022-07-25 17:26:41,63.9242,127.4739,62.44,69,41,4.14,scattered clouds
492,Lujiang,CN,2022-07-25 17:26:41,31.2581,117.2817,83.46,78,15,3.58,few clouds
493,San Andres,CO,2022-07-25 17:24:36,12.5847,-81.7006,86.02,70,40,6.91,scattered clouds
494,Nidderau,DE,2022-07-25 17:26:41,50.25,8.9,89.38,59,89,14.54,overcast clouds
495,Pahrump,US,2022-07-25 17:26:34,36.2083,-115.9839,80.65,43,58,9.17,broken clouds
496,Karnobat,BG,2022-07-25 17:24:29,42.65,26.9833,75.04,55,65,7.9,broken clouds
497,Imbituva,BR,2022-07-25 17:24:50,-25.23,-50.6044,76.71,40,85,1.3,overcast clouds
498,Goundam,ML,2022-07-25 17:26:42,16.4145,-3.6708,96.76,32,36,4.97,scattered clouds
499,Yaval,IN,2022-07-25 17:26:42,21.1667,75.7,78.49,84,100,5.82,overcast clouds
500,Roma,US,2022-07-25 17:22:03,43.2128,-75.4557,80.73,62,100,18.41,overcast clouds
501,Mindelo,CV,2022-07-25 17:26:43,16.8901,-24.9804,85.55,66,40,16.11,scattered clouds
502,Vostok,RU,2022-07-25 17:26:43,46.4856,135.8833,59.22,97,46,2.42,scattered clouds
503,Matara,LK,2022-07-25 17:26:43,5.9485,80.5353,77.99,88,97,9.57,light rain
504,Gravdal,NO,2022-07-25 17:27:44,68.1214,13.5031,55.29,100,75,5.75,broken clouds
505,Volga,RU,2022-07-25 17:27:44,57.9516,38.3879,68.2,84,16,6.08,few clouds
506,Cap Malheureux,MU,2022-07-25 17:27:44,-19.9842,57.6142,67.46,75,35,1.99,scattered clouds
507,Dapaong,TG,2022-07-25 17:27:45,10.8639,0.205,84.88,56,47,4.74,scattered clouds
508,Isangel,VU,2022-07-25 17:27:45,-19.55,169.2667,74.01,92,11,8.48,few clouds
509,Vila Velha,BR,2022-07-25 17:23:17,-20.3297,-40.2925,80.55,70,75,8.05,broken clouds
510,Odweyne,SO,2022-07-25 17:27:45,9.4092,45.064,81.3,35,78,20.13,broken clouds
511,Bondo,CD,2022-07-25 17:27:46,3.8146,23.6866,76.91,77,95,0.18,overcast clouds
512,Olden,NO,2022-07-25 17:27:46,61.8364,6.8064,65.12,81,98,6.67,light rain
513,Kaoma,ZM,2022-07-25 17:27:46,-14.7833,24.8,66.58,32,0,6.67,clear sky
514,Limpapa,PH,2022-07-25 17:27:47,7.1197,121.9106,77.41,83,96,1.5,overcast clouds
515,Kargopol,RU,2022-07-25 17:27:47,61.5071,38.9456,64.4,83,76,3.24,broken clouds
516,Zhigalovo,RU,2022-07-25 17:27:47,54.8097,105.1578,59.81,99,100,2.89,light rain
517,Daru,PG,2022-07-25 17:27:48,-9.0763,143.2092,76.05,85,100,15.3,overcast clouds
518,Dunedin,NZ,2022-07-25 17:27:48,-45.8742,170.5036,46.06,94,100,18.68,moderate rain
519,Turukhansk,RU,2022-07-25 17:27:48,65.8167,87.9833,57.0,87,100,2.71,overcast clouds
520,Ligatne,LV,2022-07-25 17:27:49,57.2343,25.0406,70.25,68,57,1.1,broken clouds
521,Wattegama,LK,2022-07-25 17:27:49,6.7989,81.4808,77.92,83,97,2.39,moderate rain
522,Imeni Poliny Osipenko,RU,2022-07-25 17:27:49,52.4201,136.4853,57.54,97,73,6.38,broken clouds
523,Moose Factory,CA,2022-07-25 17:27:50,51.2585,-80.6094,60.8,88,100,12.66,mist
524,Masvingo,ZW,2022-07-25 17:27:50,-20.0637,30.8277,55.2,84,18,8.08,few clouds
